spectral_centroid,spectral_bandwidth,spectral_rolloff,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc20,emotion,age,gender
1784.148164,2084.686526,3888.595779,-381.93228,95.74729,49.087513,22.481424,11.157842,-2.5178487,-2.7799263,-2.5027351,-0.974639,-0.80234283,-3.3224351,-3.6737187,-1.1032181,-3.8192778,-1.1002882,-1.0749402,-1.2154233,-1.3593414,4,6,0
1418.208617,1861.970042,3201.367188,-368.3002,100.41384,30.526539,34.190697,13.821508,-1.3741875,2.109938,-1.8124425,-0.8851457,-0.5784369,-4.133632,-4.97746,1.2419713,-3.9039786,-6.4983196,2.3186755,-2.02864,1.0649984,1,7,1
1828.951494,1855.402097,3669.464761,-250.53642,79.274895,26.925198,25.642986,-15.054806,-7.4698935,5.821463,-13.160573,-2.7884076,-5.2624598,-5.4649067,-0.08463638,-0.25721636,-5.650569,-5.0257306,-5.925381,-5.251257,1.0550036,0,2,0
1401.11254,1931.922455,2949.388587,-417.69714,101.46964,42.156837,24.448175,26.01972,7.354038,-2.428504,3.4061863,3.4816692,-0.20520498,-2.8601894,-7.88348,5.197567,-1.6690652,-6.8610444,-0.9121767,-2.880966,-3.036299,1,2,0
1353.968122,1906.431355,3316.266741,-393.009,98.96455,40.32207,24.924395,12.247126,4.94397,-0.37283304,-3.4105453,3.377951,3.6195796,-2.0417101,-1.7582451,-4.1752877,-5.912589,-5.907392,-6.6958833,-5.7754374,-3.1462255,1,4,1
1275.038936,1603.549486,2451.586174,-254.53474,110.71586,30.404387,22.133486,-21.341385,-17.352835,-1.7485236,-12.22996,-6.061951,-9.466169,-4.2023654,1.0671339,-0.54557574,-1.4617087,-5.931137,-5.7095633,-1.5244985,3.2388585,0,7,0
1314.006261,1843.933788,3028.788527,-366.9386,107.55517,37.87257,28.394932,9.577691,4.1031847,-4.1649666,-0.61493397,-0.59065413,-1.994241,-0.41039482,-4.1598525,-7.8327904,-2.3619406,-4.0262218,-2.4197946,-5.3943524,1.8157861,2,7,0
2408.878676,2178.472343,4690.440188,-347.40567,69.811325,42.93465,22.84283,16.119556,-0.33117187,-0.47596416,-1.1669103,-3.2042513,2.7108858,-2.5141594,-2.4624865,-0.6320946,-3.816487,-4.0638833,-1.7685661,0.23861471,1.9988536,1,4,1
1696.37208,1774.66695,3460.416667,-183.97368,77.77108,3.4200823,14.384358,-9.363994,-12.496928,-8.686462,-4.1609564,-5.275336,-2.724891,-4.11844,-9.996057,-4.065636,-9.129235,-13.008181,-10.041953,-3.7262871,4.6552744,0,6,0
1286.121835,1732.340588,2802.675189,-360.97134,117.04825,28.026941,25.3024,8.8922205,-8.308182,-3.4044049,-2.8769567,3.0465627,4.721112,-1.27804,-0.08029589,-2.7144647,-9.187433,-0.31731123,0.06672893,-1.1798797,-2.568019,1,6,0
1317.673435,1821.364719,3056.971154,-366.26236,111.3988,31.591606,22.28798,8.930319,-0.6889648,-7.951105,-0.6337322,4.5985956,-2.5409088,-0.83513737,-3.4743478,2.7863498,-5.0738025,-5.6060057,-1.0818682,-1.940656,-4.378128,6,2,0
1445.809259,1884.087439,3284.801136,-372.0669,102.37428,46.775513,34.78127,7.1893196,2.093785,0.596253,-10.300928,-1.5597907,-5.8795853,-4.6100993,-8.024328,3.5247185,-1.6087381,-6.8709593,-3.6334493,1.9856052,-0.7077289,6,7,1
1869.524009,2029.924326,4081.333705,-330.43256,88.18907,26.72018,30.214382,7.0592074,-6.4305573,-7.184481,-9.253123,2.9267735,-1.1010728,0.0478759,-0.72634375,0.11487967,-9.096726,-3.6679823,-2.1273797,-5.6745453,2.6775365,3,2,0
1963.223091,1871.850763,3862.010542,-207.54124,58.033756,0.3875937,12.210522,-10.5115595,-1.3023638,-2.8094985,-14.09937,0.08769022,-6.122522,-8.130411,-3.4775105,3.0583763,4.748799,1.3096491,1.2240373,1.8552035,-1.028673,0,6,1
1553.222637,1853.906867,3498.125,-363.21146,98.11852,33.303623,43.874687,2.3444316,-8.059257,-2.407342,-10.573718,-0.18957931,-0.85116756,0.18398432,-7.813208,-0.3485746,-3.40349,-3.8619752,2.1002579,-3.843636,2.0706847,0,6,0
1133.76107,1467.15421,2225.585938,-258.09036,117.67768,23.235151,17.653551,-16.471409,-18.729588,-5.071417,-2.7610352,-11.615032,-1.1557292,-4.876665,-0.41871962,-8.435674,-1.3735564,-6.5258465,-1.5495567,-3.7017703,-4.798892,0,7,0
1994.903696,1899.262139,3657.82563,-367.62027,84.31803,40.699574,15.184279,7.3185716,6.556292,-0.34585994,0.6452221,4.5080347,-1.7513365,-3.736023,0.84426284,-5.9214087,-4.806337,-2.9203885,-7.4084916,-2.671035,-0.65435374,1,4,1
1141.943526,1794.911754,2624.177632,-409.35895,112.45844,47.618397,34.76726,16.996151,-1.8876592,-2.251948,-3.7200768,0.09754809,-1.8812221,-1.6806923,-0.8632683,-3.2171648,-4.2983975,-1.4651289,-2.2013538,-6.6993523,-1.5304782,4,6,0
1363.062445,1769.792158,2983.934859,-341.72302,114.4984,30.08449,21.393303,4.8531666,-3.9483552,1.763778,-11.98553,-5.51612,2.9256537,-3.0722904,-7.7640862,-3.2831275,-2.3430161,-3.350753,-1.7180446,1.127015,-0.47195095,0,7,1
1325.754848,1881.11352,3031.513343,-387.04355,106.51971,36.920464,26.25611,15.041561,1.2207077,-0.8228469,1.3768535,0.3623392,-0.659831,-4.115037,-0.4601815,-6.6348515,-8.311084,-1.7609558,-2.5357282,-2.6501808,1.7381837,3,6,0
1857.589197,1905.313833,3659.492925,-317.69882,86.72802,34.13739,29.27517,8.75396,2.7854671,-9.175638,-9.666613,0.063502446,-2.0373185,-1.9439136,-5.142895,-2.5325406,-3.3396554,-4.2705693,-3.5433352,0.70658356,-3.7645862,6,6,1
1618.272967,1910.911331,3342.848558,-379.64572,98.205124,17.00234,19.148005,18.020185,-0.6329743,-0.6456759,-3.7700312,-4.1382394,-5.7099524,-1.6963164,-6.3469114,-4.586089,-7.768624,-9.5747595,-5.648888,-2.9750066,-4.4214716,0,2,0
1932.334863,1880.590342,3712.75436,-216.83673,66.66083,19.709738,9.578827,-22.523825,5.059617,0.12114713,-11.282345,4.9657736,-10.469561,-6.3844185,-5.583666,7.2916837,12.345,1.6984572,-6.677021,-8.410263,2.0898454,0,6,1
1577.049619,1837.742716,3117.404514,-340.15073,89.33362,19.02913,7.848005,4.5036383,9.750234,0.5621268,-7.3879647,-3.9227142,1.6816952,2.2553847,0.64082265,-4.2739997,-8.194843,-9.683387,-5.6300955,-9.428942,-1.2721642,3,5,1
1464.161925,1662.096124,3115.012887,-255.23065,94.34149,17.667994,24.387291,-25.047089,1.8869803,-6.909897,-7.692473,-11.327214,-2.63399,-2.7079937,-2.9901557,-5.312447,-4.515179,-1.8307443,-7.529336,-4.30839,2.7180116,0,7,0
1244.781413,1712.949588,2719.029018,-385.4362,109.30055,28.459019,33.628403,6.7096105,5.827129,-0.9082715,-14.031374,3.2688544,2.6244414,-8.130046,2.1040008,-4.0281634,-1.3818988,3.0407481,-2.0730438,1.8594077,-7.144162,4,5,1
1714.920289,1831.883067,3454.326923,-275.70712,84.19793,14.085657,29.523853,3.9934046,-12.597294,3.0161324,-1.7509934,-3.7086506,-2.2877245,-8.677107,-0.2081254,-4.3439755,-9.582269,-2.831383,-4.9140167,-4.847709,1.315633,3,7,0
1379.338198,1742.665864,3137.912326,-321.0744,104.1429,23.826212,38.56739,-8.1424,2.5027244,-2.1070209,-14.998759,-0.8984269,-8.276398,1.137749,-2.273623,2.440324,-5.3259053,-0.010831065,-5.5068603,-8.103019,-2.8508754,0,2,0
1647.827983,1807.818244,3266.715116,-317.66714,99.567924,0.2686612,8.146409,7.0290604,-0.9824564,-3.703189,-7.790979,-4.649298,-11.749963,4.750965,-7.7098856,-4.311335,-8.606974,-11.156915,-7.7928596,-5.504678,-5.445687,0,1,0
1287.138124,1723.462089,2704.963235,-336.62396,103.302414,38.490227,18.416077,-8.081724,5.6461277,-0.51234096,-10.709867,0.20464963,-5.050421,-4.7987685,-5.700611,-6.592785,-4.103712,-0.81264156,6.86493,8.52743,4.043213,3,5,1
1469.642049,1813.613344,3330.496652,-325.9114,105.36373,19.329172,12.908298,2.790849,10.652883,-8.341566,-10.256704,2.5469186,3.1854947,-10.195699,0.04693716,-4.3194623,-5.177802,0.3055679,-6.267489,1.6670834,-2.872361,2,6,1
1796.805144,1913.707745,3599.291424,-335.68585,71.31121,19.017588,23.809113,7.935345,3.5859225,-2.996637,-6.6352425,-0.124738164,-2.8806717,-3.656773,2.2897544,-3.097069,1.9468416,-6.34208,-8.856177,-5.3412647,-2.5296698,3,2,0
2226.2082,2149.739699,4558.023174,-392.291,63.744186,44.153187,27.085531,21.264189,10.521607,-5.076523,-3.0212848,-0.6397029,-2.0171478,-4.4903398,-3.10285,-1.0177143,-0.8566135,-3.1587124,-0.2543611,-3.380822,-2.5688114,6,4,0
1522.174325,1752.670606,3392.376078,-278.83313,107.810875,11.508881,13.24642,-12.265704,3.0540743,5.0044417,-16.812084,-7.104329,-1.4697201,-0.13361073,-8.415314,2.953126,-3.3335886,-6.774474,1.7033602,-4.300762,2.9993846,0,1,1
1361.910271,1845.425808,3197.532895,-368.56607,105.47363,31.317945,29.524311,4.296706,0.20196676,1.227357,-3.14489,2.6266356,-0.98598456,0.044514775,1.5814742,1.0409943,-2.0295265,-4.4816437,-3.8036895,-2.8749347,-2.581139,6,4,0
1767.792289,1909.629097,3325.634058,-402.06714,93.361,40.959824,22.562977,18.700256,4.209824,-4.947603,2.457884,1.946834,-5.181854,-6.328439,0.4303294,0.85650164,-7.302243,-3.704151,-0.45847535,-8.067902,-7.214409,2,4,1
1408.1825,1918.318313,3258.611506,-407.18704,107.08398,46.873276,20.781063,4.1564784,9.764853,2.9379952,-4.425275,-0.91817975,0.11014411,1.6106805,-2.6583767,-1.4020586,-6.174788,-3.5896113,-0.5221646,-1.9262137,-0.16465284,4,7,1
1207.930512,1763.241562,2892.100694,-371.00018,110.147736,36.31304,37.66206,3.959297,1.1591039,3.6801789,-10.161,1.04018,-1.1310971,0.8702792,-5.501416,0.5563718,-3.7763615,-0.056904733,-2.5756643,-5.871124,-2.3018496,3,7,0
1442.315229,1865.480132,3292.744253,-360.60013,104.69543,29.339735,29.419043,6.2347646,-1.2221127,-1.7074678,-9.378265,5.9183474,5.001846,-4.898279,-2.4916272,-2.0580904,-2.6196365,-4.283225,-2.8002076,1.639639,-0.10186665,1,1,1
1457.029357,1824.108847,3206.442637,-332.57733,100.7338,24.183502,15.120426,2.952692,5.499222,-5.7765627,-7.579016,5.9086847,-0.7171531,-8.815521,-5.218567,-7.141809,-1.7431161,2.367639,-0.45845982,3.8012507,-3.417495,1,7,1
1236.73061,1870.090629,3051.181891,-419.73077,106.41748,47.297268,34.499523,9.825484,2.222087,1.0309291,-2.7495618,0.399516,-1.0282601,-1.266361,-3.7588384,-3.9784021,-2.1550667,-2.9629197,-5.5610147,-2.5345116,-2.3635554,4,7,1
1342.855675,1816.778175,3168.020833,-364.3206,112.3541,37.25261,24.53531,-2.6518316,7.8180046,2.5298195,-16.444885,-1.2207624,3.3939009,0.033306666,-6.0016947,-1.9997742,-1.513566,-2.9939406,-4.542804,1.1277157,-1.5897993,2,7,1
1636.478527,1876.28603,3443.928006,-246.85344,83.16636,21.771214,14.057036,1.3693182,-12.212528,-9.661023,-5.532964,-3.014652,-3.7334244,-5.8553224,-2.284585,-3.9025466,-6.260828,-6.1325035,-6.3708496,-5.904628,-0.4338564,3,5,0
1449.439149,1709.996654,2892.728365,-278.51575,96.40941,28.901772,23.47572,-15.870127,-3.2057111,-5.420707,-22.367323,-2.9236393,-8.461159,-1.2264037,-1.9290683,-4.911479,-2.4437282,-2.2793021,-5.4958415,0.14524402,-1.5522695,1,7,1
1386.416368,1856.367554,3129.284274,-384.1722,102.51377,35.26563,37.94166,9.6945305,-5.424387,-1.6703185,-2.8845515,-0.6516232,-1.9865751,-3.4986613,-0.4494773,-4.5131154,-7.3818846,-4.1536493,-5.5869412,-5.892293,1.2408364,4,7,0
1276.924409,1659.217857,2607.421875,-323.48834,114.66105,28.967022,20.027948,-2.8811815,-0.32245713,-2.7212281,-18.042965,-5.4335785,2.7643287,-0.6733511,0.8233994,0.8488251,-3.847875,-3.8940773,-1.597654,-6.291861,0.67524076,2,7,0
1642.632205,1880.040863,3244.209559,-359.5305,100.86012,17.672163,11.325984,17.905235,-0.5474184,-1.9240434,-3.8874872,-7.5017858,-6.4453297,-1.9254011,-5.4300647,-2.6585968,-10.013979,-11.10419,-5.3583846,-0.8726755,-3.9621887,3,1,0
1570.440711,1868.06553,3261.246566,-387.9207,96.675285,17.881485,20.987307,13.902892,-2.8681526,-7.4060817,-0.009571935,-7.634337,-8.516882,2.2081923,-4.4168973,-10.082383,-11.8141165,-3.9000897,-8.873567,-5.445176,-4.7199273,1,7,0
1546.469579,1906.024078,3402.864583,-333.7218,97.01668,27.741955,26.294325,6.4131975,1.664033,-2.7307613,-7.402983,5.832107,0.43960825,-5.5430574,-4.457018,-7.244428,-3.91995,-2.7765644,-7.4323516,-6.328301,-0.915928,3,5,1
1121.376628,1468.560914,2216.232639,-319.80334,130.56274,22.598621,28.067944,-3.3788385,-11.177221,3.7663636,-9.710402,-6.802871,-7.407558,-3.9897165,-7.412024,-0.44085884,-0.42243358,-13.365742,-0.74429697,0.7088957,4.749281,0,7,1
1737.654757,1934.143161,3483.583861,-261.104,77.2189,23.392532,19.883245,12.976333,-9.503184,-9.336362,-7.4817257,-12.198176,-3.5225027,-2.140404,-4.44334,-8.003489,-3.4337227,-4.5350924,-4.2669244,0.07133352,-4.642988,0,6,1
1377.28154,1917.039372,3275.094697,-404.0164,103.74669,38.144245,28.712564,12.31259,3.6732302,4.350648,-1.875541,0.26904136,-0.6282662,-6.4196606,-1.5694078,-4.3386927,-4.47578,-2.7221158,-4.6121798,-1.3608762,-3.8088946,1,6,1
1352.282549,1848.102379,3069.6875,-384.3508,107.013885,36.027103,22.583355,7.7393003,5.348125,4.1799583,-4.9283867,-2.8604658,4.362285,0.22835632,-0.089691676,-6.5100303,-8.425096,-5.2792916,-4.5551023,-2.447706,-1.357668,1,6,1
1423.831147,1850.822572,3098.39221,-343.78845,104.48642,40.17047,27.162024,-1.5058949,-2.4037752,-0.9846676,-9.1632185,3.9969406,-3.3329706,0.60949236,-3.4936385,-5.0608654,-5.7378855,-8.201353,-8.588336,-6.1945314,-2.1962209,3,1,0
1320.265335,1817.286009,2982.096354,-361.19244,111.95583,42.0233,28.6533,5.2885194,-4.1498423,0.5911405,-11.8391075,-1.8165476,0.09909014,-6.2846146,-4.2273035,-3.403472,-1.8407667,0.12169443,-4.125135,2.202529,-0.9338843,6,7,1
1291.990017,1729.942834,2675.301535,-344.25037,121.524506,28.628317,8.317594,3.7369895,2.2258554,-5.2053423,-5.5549526,-5.849454,1.9275683,2.214132,-8.213985,3.9029546,-6.146999,-7.097782,-1.0395081,-5.8839846,-2.0042193,0,7,1
1208.506124,1843.673144,2673.611111,-403.25732,118.05663,40.598267,13.681185,8.701324,8.591198,4.1979504,-2.0963337,-1.2907501,1.7866917,0.07156645,-3.7370694,-4.126195,-4.485746,-3.8295867,-2.9740052,-1.4488596,-0.43468085,4,6,1
1566.389906,1843.81536,3155.44181,-291.48114,94.49477,35.31467,15.086346,-6.6714716,-4.421187,-6.4756045,-15.762737,-2.9358718,-10.922301,-5.8939624,-3.9066186,-6.508834,-7.248989,-9.438341,-8.401923,2.6388404,8.875507,2,7,1
1227.043238,1860.317206,2861.039959,-411.5352,116.96744,46.878525,16.039274,4.6758327,6.126171,0.67460895,-7.0464683,-1.6277902,0.7566309,0.9252989,-4.351423,-4.285729,-1.8168359,-3.8437617,-4.093415,-2.6673386,-0.11914508,4,7,1
1358.719688,1972.154297,3427.455357,-417.1404,99.21489,47.84454,34.99978,13.972616,4.6241493,4.3182178,-2.7291722,-1.9579571,-2.0585704,-2.428783,-4.5070333,-2.7445772,-2.5925133,-3.9848645,-4.569156,-1.0183675,-2.0674815,1,7,1
1783.860221,1805.463,3586.516204,-229.04001,68.448105,-6.5270963,13.525969,-1.400416,-0.99655765,-2.3216467,-7.185989,0.42692286,-6.4187293,-9.440696,12.252158,13.151098,5.9645443,3.5031507,-13.913513,-4.647193,-2.735641,2,7,0
1582.740583,1904.483407,3570.709746,-274.97162,93.70246,15.5354395,13.7009325,0.78688073,-1.7624384,-6.442808,-12.017997,-4.161919,-2.2131045,1.291369,-13.39088,-1.204367,-1.6817527,-11.715169,-1.0804168,-0.35097453,-2.7857509,3,2,1
1199.60199,1801.491876,2722.597948,-396.03424,116.468666,52.060284,26.931974,5.917403,2.8567772,-0.41329357,-7.4381747,-3.4854968,-1.7719116,0.35270783,-0.49348524,0.5286406,-4.0918055,-6.4363503,-2.0316553,-1.1240476,0.68299145,6,7,1
1476.759585,1720.927501,3037.006579,-283.2378,99.14106,7.4634614,10.072668,-2.8541548,-4.364656,-8.652961,-2.355855,-0.28455308,4.463483,1.8714103,2.1509702,-5.382232,-8.1285,-0.929022,-6.014043,-7.836696,-3.1295164,1,7,0
1625.843528,1881.880706,3377.353163,-330.5144,94.82546,31.903961,25.351221,9.333407,-0.7304044,-2.3146982,-4.9213357,-2.723107,-3.6612122,-6.80137,1.0385268,-0.84725225,-9.571213,-7.010887,0.4836665,0.5346992,2.0476527,3,6,1
1467.298428,1918.008485,3393.164063,-384.87372,104.39036,45.631153,26.456802,2.6375191,4.162415,-4.0376654,-8.810158,-0.2262696,3.0937047,1.3290087,-3.746397,-0.45754582,-3.1690087,-1.616882,1.5621542,-2.8570828,-0.21250515,4,7,0
1227.068732,1827.725867,2683.462079,-410.36487,111.37855,50.52281,24.594383,11.665822,8.36824,2.32931,-4.0266204,-2.1465142,1.1336815,2.5996091,-5.186914,-3.601174,-4.460081,-5.43458,-5.093815,-4.902627,-0.5474991,4,7,1
1401.913239,1967.909764,3246.143196,-416.939,97.884415,52.99982,28.363386,15.547431,6.5793796,1.754403,-2.6542597,1.8887174,0.45996085,0.09514295,-4.1261253,-4.4790516,-7.8107123,-5.53936,-4.8887873,-5.259813,-0.6852764,6,1,0
1484.810267,1901.827968,3027.768342,-433.39313,104.96276,45.280453,24.815489,20.88039,0.62893045,-1.5796194,1.1811389,-0.5115351,-3.358998,-6.852397,-3.83348,-1.1295497,-3.0138466,-4.0090833,-1.995151,-4.9967856,-6.1858387,3,4,0
1467.204274,1839.944054,3363.434436,-342.76202,104.5079,25.653938,31.660488,7.213695,2.304567,3.10242,-13.661585,-4.6963587,0.7056966,-3.287228,-4.5790987,0.5808414,-5.3288455,-6.8260655,-2.9178991,3.6195667,-2.4815357,1,7,1
1234.148084,1809.142068,2735.991379,-375.97595,119.201645,39.036705,17.485245,7.611291,-1.0667671,-0.30984202,-4.319512,-1.2885904,-3.4583144,-3.9590638,-1.9797934,-1.5616611,-1.9782933,-2.0214183,-2.7162602,-1.7198341,-1.7403625,3,6,1
1651.214524,1803.879031,3340.570494,-337.73132,96.28708,17.811237,22.433075,4.183611,4.4765286,-5.1613164,-11.634342,-6.3299565,-12.456412,2.2926862,-5.1997685,-0.59033424,-13.370814,-3.5906374,-1.4295254,-6.3609705,-4.7123113,6,1,0
1544.986496,1851.113364,3286.323052,-312.3157,100.072685,34.546696,18.799854,1.8336576,-4.0603743,-2.8448808,-5.4327474,-4.477128,-7.7697787,-0.5301219,-6.781129,-3.262971,-5.1800103,-6.0515375,-2.0705385,0.47059834,-3.091351,2,1,1
1372.375034,1745.426257,3017.534722,-260.86722,100.651,18.443085,20.798855,-1.6671584,-9.955322,-11.884896,-7.2429323,-2.1234033,-2.1637022,-2.3077817,0.23309119,-3.9568286,-3.8413887,-3.9971192,-1.1676271,-1.6020086,-4.2016993,0,7,0
1416.496699,1640.275437,3049.052254,-298.92996,101.83193,9.54714,34.538105,-14.492153,2.9085639,-2.874484,-21.86895,3.4416184,-3.6518657,-5.142882,-0.85612434,-6.4994845,-12.0978565,-1.7087785,-8.23707,4.6246014,3.2729902,0,7,1
1290.568866,1808.650668,2819.36553,-377.188,113.658325,47.766018,26.876553,7.6216354,-2.452437,-2.2672122,-12.170351,-5.4829025,5.1740837,-3.303698,-3.8531718,-3.200869,-3.4831102,-0.7199317,-1.6018095,1.511069,-0.30723584,1,6,1
1766.445169,1934.593217,3581.064356,-313.03345,92.18303,33.27189,16.166971,6.528704,-6.0011716,-0.48288786,-3.296883,-3.2125535,0.8432236,-7.8469963,-4.070442,1.7510295,-8.953557,-4.887454,-5.330925,-3.2011626,-2.5424986,3,6,0
1334.191966,1875.214537,2746.689619,-431.8085,105.334785,46.82275,30.12316,20.107162,0.25584668,-7.453791,-1.2838942,2.5089977,-8.395655,-4.537636,-1.7638816,-0.21918762,-4.0018597,-6.062593,-2.055751,-4.738152,-3.879034,4,4,1
1543.079095,1883.779987,3317.471591,-311.32883,97.75016,23.390806,16.99011,6.0989842,-5.9118304,-7.6312685,-7.2626667,-0.51605237,-6.715113,-7.2183886,-5.2767925,-6.3871984,-4.960777,-0.5350635,2.1673794,2.4179137,-2.4839838,3,1,1
1339.563354,1935.910716,3174.395161,-400.03473,107.009346,35.027054,21.864092,12.006518,8.841099,8.452259,-4.960734,0.16429111,5.5641828,-3.1110554,-2.4606116,-2.49439,-3.1892045,-5.1257477,-4.7974086,-2.7891474,-0.9133565,2,4,0
1202.277709,1662.722876,2591.66061,-356.13284,122.74761,26.105438,16.022444,-9.782742,2.1048596,2.3299868,-4.529258,-1.0189897,-1.3849498,0.5307274,-3.6501813,-0.27335462,-4.9657965,-0.99697423,-1.158048,-1.461913,-1.5113034,6,2,1
1877.137399,2088.365759,4075.14881,-376.5179,85.906654,47.747223,24.379105,12.265098,2.8049445,-2.5864046,1.606455,-1.0015707,0.3459706,1.4696842,-4.8599124,-0.4431792,-3.5043209,-3.053971,-1.7466809,-2.9916654,-0.7698287,2,1,0
1150.90449,1707.150848,2759.850543,-382.44656,118.04619,36.371544,31.982227,10.705079,0.015826944,-2.2687669,-8.094002,-3.2134733,0.60827494,1.7867458,-6.886944,0.96873385,-2.035371,-6.1618567,-0.37121183,-3.420439,-1.646403,4,6,0
1375.231571,1899.7475,3371.09375,-357.20572,104.92406,33.11519,20.464384,3.132631,2.108905,1.4813557,-8.224132,-1.7916907,2.8142004,0.49751383,-2.703961,-2.4354248,-3.9569972,-4.7163205,-2.3922687,-3.1254306,-1.4050423,3,7,1
1247.356045,1601.364174,2571.788194,-306.27942,114.10788,26.934587,21.904966,-0.9695679,-7.891487,-5.998858,-11.33355,-9.078768,-4.663084,-5.6142907,-8.97192,-4.003741,-3.6513004,-5.9069715,-1.1930549,0.40377256,-3.6737325,3,2,1
1217.19855,1742.760007,2541.666667,-388.51495,109.30389,44.010326,28.414795,4.7993913,1.8824562,3.8396528,-7.3967996,-4.60783,-1.5016923,1.0391592,-1.7760947,-4.5220637,-5.2112484,-5.305802,-4.7723455,-4.5249786,-0.60854405,1,7,1
1909.432428,1982.817764,3735.365317,-301.01343,80.79167,33.41506,15.531214,14.6876545,-3.6809478,-7.6175365,-3.5964115,-6.7433076,-3.5778859,-9.626019,-2.9924533,-2.409392,-0.1349861,-5.2150817,-1.3878931,-0.01648892,-2.600748,0,6,1
